DATE,Price
2022-10-18,19488.767777777844
2022-02-25,38877.092152777725
2023-09-01,25915.405798611144
2022-07-10,21157.93500000002
2022-01-07,42072.24961805559
2022-11-22,15956.49940972227
2023-08-28,26043.73190972231
2023-08-09,29708.158854166668
2023-02-10,21791.52361111111
2022-03-16,40235.356736111054
2023-05-01,28471.035798611123
2022-06-28,20719.984131944442
2022-08-19,21885.673680555523
2022-09-19,19023.34548611115
2022-02-10,44398.76614583337
2022-06-24,21101.431006944502
2023-04-15,30409.50309027774
2023-01-09,17242.645277777785
2023-01-20,21309.126770833354
2022-12-01,17069.541388888894
2023-02-26,23285.193194444426
2023-09-13,26093.288749999927
2023-02-03,23497.43631944443
2022-07-06,20191.54944444445
2022-07-08,21769.56586805555
2022-09-16,19725.028368055482
2022-04-05,46403.7297222222
2023-03-07,22344.070763888907
2023-07-21,29872.26656250001
2022-03-10,39681.02579861119
2022-08-10,23430.02968750007
2022-09-05,19806.365069444473
2023-04-02,28323.44124999998
2023-02-06,22928.692361111112
2023-01-19,20862.301909722224
2023-08-15,29325.560729166686
2023-02-17,24022.23104166667
2023-10-08,27943.3673263889
2023-07-14,31033.573541666738
2023-03-15,24666.40784722223
2022-01-21,38758.50559027773
2023-04-17,29733.29072916665
2022-10-03,19327.564722222207
2022-07-23,22535.70621527782
2022-10-04,19942.41343750001
2022-03-20,41685.0568402776
2023-07-20,30017.076874999944
2022-04-24,39711.98243055558
2022-07-26,21051.85138888891
2022-10-01,19336.936145833442
2022-05-01,38110.91093749997
2022-01-02,47309.335694444366
2022-08-18,23451.79295138886
2023-03-30,28403.423888888934
2023-06-24,30646.546770833265
2023-08-16,29119.062187500014
2022-08-21,21389.397881944366
2023-10-02,28057.847847222212
2023-03-04,22348.424097222167
2022-06-30,19364.70718750007
2022-04-04,46093.89923611122
2023-09-29,26960.75520833338
2023-01-22,22825.94201388889
2022-01-24,35157.72611111112
2022-03-18,40974.662673610976
2022-06-23,20534.522152777812
2023-07-01,30537.996631944403
2022-03-09,41544.128715277795
