DATE,btc_Daily_fee,btc_Size_Usage,btc_vSize_Usage
2023-06-06,82.92263229999764,2.55484632e+08,1.5093228e+08
2023-06-05,58.001145189999406,2.20460735e+08,1.37921785e+08
2023-06-04,38.49187925999888,2.65883632e+08,1.47900765e+08
2023-06-03,44.20366028000004,2.19408141e+08,1.29936763e+08
2023-06-02,74.86202741000012,2.6864596e+08,1.63910522e+08
2023-06-01,70.13588614000051,2.11094108e+08,1.30937645e+08
2023-05-31,68.62409598000062,2.36975647e+08,1.40942139e+08
2023-05-30,79.86678899000012,2.61556572e+08,1.53952234e+08
2023-05-29,71.13058149000156,2.79372045e+08,1.60931929e+08
2023-05-28,62.5685810799979,2.71448004e+08,1.59932549e+08
2023-05-27,62.085646120000256,2.60220799e+08,1.44939432e+08
2023-05-26,97.82995501000197,2.55586522e+08,1.51946603e+08
2023-05-25,91.86642855999911,2.59391559e+08,1.50940102e+08
2023-05-24,64.87007902000316,2.52901369e+08,1.4093262e+08
2023-05-23,69.74632324000996,2.76162585e+08,1.5391073e+08
2023-05-22,70.97206966000057,2.45870417e+08,1.42938095e+08
2023-05-21,71.45591598999971,2.79306597e+08,1.50938985e+08
2023-05-20,85.19281154000052,2.2397764e+08,1.29949162e+08
2023-05-19,116.54596239999974,2.59022196e+08,1.49964372e+08
2023-05-18,106.90014764999913,2.31581367e+08,1.4097854e+08
2023-05-17,93.11371895999832,2.67664995e+08,1.59993043e+08
2023-05-16,113.01084451999658,2.62237306e+08,1.52036558e+08
2023-05-15,89.81371372999564,2.57390344e+08,1.46972316e+08
2023-05-14,88.42138682999601,2.99114564e+08,1.72985964e+08
2023-05-13,108.7899767799956,2.47484876e+08,1.44971324e+08
2023-05-12,173.44342628999587,2.35487934e+08,1.39975767e+08
2023-05-11,194.37812239999883,2.62334748e+08,1.49989543e+08
2023-05-10,339.7677186099936,2.85777801e+08,1.67998826e+08
2023-05-09,440.26574468999837,2.5070151e+08,1.50014652e+08
2023-05-08,635.3538003399921,2.33316638e+08,1.37066042e+08
2023-05-07,403.9190378600211,2.34093238e+08,1.37088463e+08
2023-05-06,182.03461340998948,2.48266683e+08,1.48027459e+08
2023-05-05,134.9671309199988,1.90976367e+08,1.18977413e+08
2023-05-04,113.4764501699985,2.33050403e+08,1.45971178e+08
2023-05-03,124.19698520000225,2.25303093e+08,1.39971485e+08
2023-05-02,114.14121358999644,2.121419e+08,1.29001381e+08
2023-05-01,69.26942017999964,3.02834868e+08,1.81991303e+08
2023-04-30,47.64650050000092,2.43747172e+08,1.47990255e+08
2023-04-29,42.83166168999892,2.19780408e+08,1.37026283e+08
2023-04-28,45.871623959998615,2.36457597e+08,1.46977054e+08
2023-04-27,41.764620979999556,2.02678844e+08,1.29985957e+08
2023-04-26,33.09136423999875,2.08960538e+08,1.29986763e+08
2023-04-25,26.715879629999623,1.99624308e+08,1.24960756e+08
2023-04-24,20.560218520000014,2.41884608e+08,1.40320394e+08
2023-04-23,13.674907480000376,2.3545005e+08,1.36782992e+08
2023-04-22,16.390346200000426,2.51218998e+08,1.37075668e+08
2023-04-21,24.09019709000026,2.57100444e+08,1.44920867e+08
2023-04-20,21.23996344000008,2.23918472e+08,1.29646454e+08
2023-04-19,20.90592023000015,2.48709215e+08,1.38907497e+08
2023-04-18,20.36349198000012,2.94594445e+08,1.64868466e+08
2023-04-17,20.837154240000093,2.774172e+08,1.54883136e+08
2023-04-16,15.947947190000011,2.31971757e+08,1.23906434e+08
2023-04-15,21.196562720000276,2.90071409e+08,1.57870613e+08
2023-04-14,27.73971429999995,2.48794083e+08,1.39929721e+08
2023-04-13,25.93528789000039,2.54547143e+08,1.41914752e+08
2023-04-12,24.604784270000312,3.09945251e+08,1.58907101e+08
2023-04-11,31.058914179999967,2.56688001e+08,1.53926324e+08
2023-04-10,21.774573939999982,1.99522929e+08,1.21929123e+08
2023-04-09,16.906771399999997,2.89693195e+08,1.45875359e+08
2023-04-08,21.895544680000324,3.26000635e+08,1.46895802e+08
2023-04-07,27.01238271000023,2.67057942e+08,1.41913908e+08
2023-04-06,32.91813283000022,3.13199282e+08,1.59891882e+08
2023-04-05,32.05316880999985,2.5423597e+08,1.37943216e+08
2023-04-04,33.83075424999975,2.88731755e+08,1.61911697e+08
2023-04-03,27.705156450000242,2.27643943e+08,1.30930615e+08
2023-04-02,24.46719162999989,2.79524881e+08,1.48899579e+08
2023-04-01,31.523493040000165,2.53830234e+08,1.39920821e+08
2023-03-31,32.546841099999924,2.52939446e+08,1.40914623e+08
2023-03-30,27.52450894000053,3.18101921e+08,1.52905371e+08
2023-03-29,27.534690560000158,2.96180244e+08,1.46904935e+08
2023-03-28,28.01496873000018,2.43218193e+08,1.33909892e+08
2023-03-27,23.156554660000157,2.78559699e+08,1.47896224e+08
2023-03-26,21.86761758000044,3.28325436e+08,1.43886191e+08
2023-03-25,30.595836490000423,3.0308843e+08,1.44902239e+08
2023-03-24,44.32438010000007,3.93661341e+08,1.61873584e+08
2023-03-23,39.11112149000018,4.56207791e+08,1.79851275e+08
2023-03-22,35.35143002,3.43610309e+08,1.5688169e+08
2023-03-21,28.886597120000353,2.88382866e+08,1.44909633e+08
2023-03-20,29.66222798000013,3.08489944e+08,1.5390015e+08
2023-03-19,28.55572972999991,3.43369403e+08,1.47888402e+08
2023-03-18,34.92705100000016,3.66433068e+08,1.6087086e+08
2023-03-17,42.51131128000023,2.79365115e+08,1.46919058e+08
2023-03-16,33.40128667000042,2.66096646e+08,1.3291585e+08
2023-03-15,33.65361796000031,2.87016241e+08,1.45929447e+08
2023-03-14,37.168912060000075,2.64696522e+08,1.45912349e+08
2023-03-13,26.12698464000009,3.24356853e+08,1.56889407e+08
2023-03-12,21.365447760000208,3.79408042e+08,1.60832669e+08
2023-03-11,27.257424539999928,3.74805454e+08,1.64862768e+08
2023-03-10,43.944551430001745,2.4969376e+08,1.35908277e+08
2023-03-09,44.79625680999971,2.46442342e+08,1.33934344e+08
2023-03-08,26.25555846999986,2.63403885e+08,1.32914222e+08
2023-03-07,25.64150674000015,3.33083131e+08,1.6289091e+08
2023-03-06,24.027452860000245,2.38903334e+08,1.30926655e+08
2023-03-05,17.510876130000145,2.99703046e+08,1.51879528e+08
2023-03-04,20.186608340000003,3.26120033e+08,1.50889301e+08
2023-03-03,27.89011407000017,3.36758987e+08,1.66883466e+08
2023-03-02,23.938510730000196,2.9151564e+08,1.4191972e+08
2023-03-01,25.838157140000245,3.58774389e+08,1.69901279e+08
2023-02-28,25.818432080000015,2.54358695e+08,1.3591668e+08
2023-02-27,22.653527710000148,2.28689366e+08,1.29085486e+08
2023-02-26,15.062250590000163,3.49786881e+08,1.55788831e+08
2023-02-25,15.959074010000087,1.97612869e+08,1.0694127e+08
2023-02-24,18.535317370000246,2.48637298e+08,1.34810192e+08
2023-02-23,19.02310421000011,3.4444003e+08,1.70841263e+08
2023-02-22,18.45057693000015,2.65154957e+08,1.39896516e+08
2023-02-21,17.320648790000277,3.41461056e+08,1.65135353e+08
2023-02-20,17.877025800000293,3.15443036e+08,1.45892802e+08
2023-02-19,15.39227625000003,3.6664545e+08,1.59839258e+08
2023-02-18,19.948196270000018,3.55148776e+08,1.66863986e+08
2023-02-17,26.678259050000012,3.37949076e+08,1.64882428e+08
2023-02-16,31.270730970000034,3.7707479e+08,1.76873664e+08
2023-02-15,35.34902814000021,3.56990599e+08,1.62873006e+08
2023-02-14,25.81457179000019,3.59784194e+08,1.5288006e+08
2023-02-13,24.259215850000263,3.37269571e+08,1.54881607e+08
2023-02-12,19.215874989999904,4.07827643e+08,1.61860839e+08
2023-02-11,22.18726270000028,3.49096455e+08,1.47885713e+08
2023-02-10,26.862627800000023,3.03488833e+08,1.46902308e+08
2023-02-09,21.551064880000215,3.47304275e+08,1.60897043e+08
2023-02-08,18.393597170000376,2.90989393e+08,1.3793041e+08
2023-02-07,22.202101730000116,3.0426478e+08,1.41907209e+08
2023-02-06,18.427611430000063,3.26101755e+08,1.47902138e+08
2023-02-05,13.976726330000123,2.47610159e+08,1.21089239e+08
2023-02-04,20.355688760000188,2.39194189e+08,1.31334265e+08
2023-02-03,24.340816740000076,1.94395808e+08,1.21659665e+08
2023-02-02,21.85790291000035,2.06770096e+08,1.27743364e+08
2023-02-01,22.098472130000307,2.15885615e+08,1.34317258e+08
2023-01-31,18.615042980000194,1.77027621e+08,1.13965033e+08
2023-01-30,11.292110210000383,1.83777826e+08,1.19633718e+08
2023-01-29,8.46375560000016,1.59221154e+08,1.01091358e+08
2023-01-28,11.6132357900003,1.61292196e+08,1.04382913e+08
2023-01-27,14.30231094000033,1.75799885e+08,1.13041447e+08
2023-01-26,12.096030560000155,1.7143386e+08,1.12041408e+08
2023-01-25,12.946728200000202,1.75147246e+08,1.13722572e+08
2023-01-24,16.92996075999984,1.73113159e+08,1.11055994e+08
2023-01-23,14.92490361000001,1.73867421e+08,1.14191384e+08
2023-01-22,13.757078050000322,1.66317735e+08,1.07282987e+08
2023-01-21,16.328743440000206,1.62424946e+08,1.07578105e+08
2023-01-20,19.557875500000236,1.70728031e+08,1.12601329e+08
2023-01-19,16.22431669999995,1.87903474e+08,1.18388019e+08
2023-01-18,16.092405699999976,1.87488559e+08,1.19936622e+08
2023-01-17,12.945289090000186,1.93758312e+08,1.26131774e+08
2023-01-16,10.301662030000347,1.85317272e+08,1.21719732e+08
2023-01-15,7.979662750000227,1.42798414e+08,9.1731085e+07
2023-01-14,14.026006900000311,1.90377332e+08,1.22799404e+08
2023-01-13,16.62489800000019,2.03211563e+08,1.30224169e+08
2023-01-12,16.51553844000042,2.03935638e+08,1.35416511e+08
2023-01-11,12.423635660000137,1.90386176e+08,1.34815421e+08
2023-01-10,11.159492740000248,2.32952354e+08,1.54654964e+08
2023-01-09,10.866636120000004,1.87781029e+08,1.28950904e+08
2023-01-08,6.781967410000013,1.38479187e+08,9.03987e+07
2023-01-07,8.396861960000003,1.47298478e+08,9.7197188e+07
2023-01-06,13.201948179999949,1.89471864e+08,1.26324317e+08
2023-01-05,14.271284649999972,1.81325958e+08,1.1839194e+08
2023-01-04,14.774281599999965,1.75084517e+08,1.13911549e+08
2023-01-03,12.727828579999933,1.92218727e+08,1.19241914e+08
2023-01-02,8.824292550000004,1.59297479e+08,1.04245348e+08
2023-01-01,7.1127552700000045,1.30605755e+08,8.5157305e+07
2022-12-31,12.180264260000003,1.6717398e+08,1.08982288e+08
2022-12-30,21.794251200000065,2.14302802e+08,1.396894e+08
2022-12-29,20.581819500000016,1.78101223e+08,1.1792361e+08
2022-12-28,20.678244829999976,1.72408705e+08,1.11564922e+08
2022-12-27,23.851985059999972,1.58277042e+08,1.00632784e+08
2022-12-26,17.542172259999997,1.44374304e+08,9.4022904e+07
2022-12-25,13.708164819999983,1.39287447e+08,8.9709982e+07
2022-12-24,17.63921587999999,1.28981477e+08,8.6291365e+07
2022-12-23,17.374282509999986,1.66574981e+08,1.09833795e+08
2022-12-22,17.139276410000015,1.67995491e+08,1.10585017e+08
2022-12-21,16.52914493999998,1.74466676e+08,1.13814997e+08
2022-12-20,18.050890910000025,1.83997794e+08,1.16008781e+08
2022-12-19,18.069058320000014,1.79824554e+08,1.17099001e+08
2022-12-18,11.580907440000002,1.42110387e+08,9.1248711e+07
2022-12-17,17.432719379999956,1.77960809e+08,1.17400513e+08
2022-12-16,16.566317870000013,1.53904653e+08,1.02972275e+08
2022-12-15,20.348535059999996,1.71741003e+08,1.13559909e+08
2022-12-14,15.094997960000008,1.78380782e+08,1.17449127e+08
2022-12-13,13.220870679999992,1.84705243e+08,1.19744582e+08
2022-12-12,12.61235303999999,1.71707295e+08,1.11049681e+08
2022-12-11,8.192275980000003,1.42886441e+08,9.2850981e+07
2022-12-10,12.258936410000008,1.97885444e+08,1.45731856e+08
2022-12-09,13.758093819999987,1.79364608e+08,1.22090152e+08
2022-12-08,14.875923829999993,1.677301e+08,1.09486525e+08
2022-12-07,18.324438659999995,1.7706082e+08,1.15087499e+08
2022-12-06,22.499145849999977,1.79396206e+08,1.15475936e+08
2022-12-05,21.33182905999997,1.8195616e+08,1.21094444e+08
2022-12-04,16.89630625999998,1.52081286e+08,1.01379255e+08
2022-12-03,23.081104510000014,1.7272249e+08,1.13047014e+08
2022-12-02,28.777946439999983,1.74049739e+08,1.13797266e+08
2022-12-01,29.31723931000004,1.9205792e+08,1.26225159e+08
2022-11-30,27.12249692000003,1.72241723e+08,1.13466824e+08
2022-11-29,23.247694429999946,1.78311061e+08,1.15243646e+08
2022-11-28,22.940244019999987,1.85717247e+08,1.20129328e+08
2022-11-27,17.78074630999997,1.56452863e+08,1.02808711e+08
2022-11-26,23.656080399999993,1.65668345e+08,1.07144815e+08
2022-11-25,27.053000310000012,1.85313973e+08,1.17990125e+08
2022-11-24,27.963748600000006,2.02738788e+08,1.27918309e+08
2022-11-23,28.849842879999994,2.07882523e+08,1.33841588e+08
2022-11-22,26.782023809999956,1.79291771e+08,1.13416923e+08
2022-11-21,25.36568192000002,1.83482605e+08,1.21217816e+08
2022-11-20,19.441188709999984,2.12189694e+08,1.34579508e+08
2022-11-19,27.055819770000042,2.20037244e+08,1.4588903e+08
2022-11-18,43.72819362000005,1.9039398e+08,1.38906097e+08
2022-11-17,34.54296319000006,1.79692161e+08,1.37896333e+08
2022-11-16,35.52287679000004,1.96422023e+08,1.49878019e+08
2022-11-15,36.31310996999999,2.07060907e+08,1.5482842e+08
2022-11-14,22.849395859999994,1.59188335e+08,1.08272095e+08
2022-11-13,16.36878464000001,1.56161211e+08,1.05116291e+08
2022-11-12,16.18220149,1.79846636e+08,1.2013129e+08
2022-11-11,21.931110169999997,1.7575394e+08,1.17022268e+08
2022-11-10,24.337801560000013,1.94191724e+08,1.2726951e+08
2022-11-09,24.963782759999997,1.953192e+08,1.28076305e+08
2022-11-08,21.878516740000006,1.9958387e+08,1.29479785e+08
2022-11-07,15.888307670000032,1.70196632e+08,1.12445523e+08
2022-11-06,13.763168760000024,1.46942683e+08,9.7678491e+07
2022-11-05,16.01921819,1.75921036e+08,1.1471702e+08
2022-11-04,19.65744896000001,1.74303172e+08,1.13599008e+08
2022-11-03,18.92082781,1.93330759e+08,1.26064239e+08
2022-11-02,16.722866410000012,1.5284598e+08,1.01438674e+08
2022-11-01,14.951825979999981,1.88350819e+08,1.20956609e+08
2022-10-31,15.408546640000063,1.8686041e+08,1.2377691e+08
2022-10-30,12.734305290000021,1.53748641e+08,9.9480073e+07
2022-10-29,14.66516375000001,1.6200372e+08,1.07119506e+08
2022-10-28,18.724273509999993,1.82745597e+08,1.19623643e+08
2022-10-27,17.35952790000001,1.72064599e+08,1.13711616e+08
2022-10-26,23.549781600000035,2.13678069e+08,1.39390492e+08
2022-10-25,16.798805110000014,1.46105247e+08,9.7251876e+07
2022-10-24,11.951984579999984,1.75130011e+08,1.14791786e+08
2022-10-23,7.75534212,1.4380374e+08,9.5066095e+07
2022-10-22,9.275672059999973,1.52561018e+08,9.9894886e+07
2022-10-21,11.793922259999999,1.77962554e+08,1.19549476e+08
2022-10-20,12.782906639999979,1.77019005e+08,1.13665819e+08
2022-10-19,16.729979620000005,2.07377289e+08,1.4987425e+08
2022-10-18,16.72190050000001,1.84689242e+08,1.32595428e+08
2022-10-17,13.047809929999993,1.71309225e+08,1.11485948e+08
2022-10-16,8.212483420000005,1.38210208e+08,9.198381e+07
2022-10-15,9.29797297000002,1.61846387e+08,1.06592054e+08
2022-10-14,14.972679839999968,2.05982835e+08,1.46286108e+08
2022-10-13,14.791093839999975,1.92766067e+08,1.3263808e+08
2022-10-12,9.430387910000011,1.65985618e+08,1.08379735e+08
2022-10-11,8.843538890000001,1.74462294e+08,1.12106242e+08
2022-10-10,8.094368549999999,1.76492696e+08,1.13360311e+08
2022-10-09,5.9324118199999925,1.39553929e+08,9.188976e+07
2022-10-08,6.680587199999991,1.49735326e+08,9.8549287e+07
2022-10-07,10.589537800000002,1.9696536e+08,1.31912372e+08
2022-10-06,10.175776840000013,1.81382833e+08,1.18451257e+08
2022-10-05,9.209774779999973,1.71131976e+08,1.10635335e+08
2022-10-04,10.25446529000001,1.81150357e+08,1.17831454e+08
2022-10-03,11.480007599999997,1.91767067e+08,1.22751246e+08
2022-10-02,9.031768799999991,1.54436259e+08,9.9684958e+07
2022-10-01,12.31237759,1.68571021e+08,1.09683873e+08
2022-09-30,16.583648200000027,1.92176137e+08,1.25611678e+08
2022-09-29,14.876380000000003,1.73849065e+08,1.15420003e+08
2022-09-28,14.034274380000005,1.66949604e+08,1.09341848e+08
2022-09-27,16.781810160000052,1.88428421e+08,1.21478135e+08
2022-09-26,14.465445650000007,1.76981037e+08,1.15982116e+08
2022-09-25,10.513897110000002,1.4020544e+08,9.2740061e+07
2022-09-24,11.20801603000001,1.52383302e+08,9.8421956e+07
2022-09-23,15.760176850000038,1.86345095e+08,1.21594238e+08
2022-09-22,12.921849560000018,1.5685703e+08,1.02794887e+08
2022-09-21,14.007190430000026,1.71712269e+08,1.09800612e+08
2022-09-20,14.740804660000027,1.93881887e+08,1.21186046e+08
2022-09-19,13.115112329999985,1.62907981e+08,1.06477103e+08
2022-09-18,12.176171550000015,1.45528935e+08,9.4530353e+07
2022-09-17,16.84695896000002,1.76575173e+08,1.13888143e+08
2022-09-16,19.074281950000028,1.64650406e+08,1.10042819e+08
2022-09-15,17.305996940000007,1.82211703e+08,1.19332498e+08
2022-09-14,17.119207889999995,1.86796608e+08,1.19099401e+08
2022-09-13,15.56089315999999,1.75471252e+08,1.13260245e+08
2022-09-12,12.97488112,1.87012322e+08,1.22265977e+08
2022-09-11,10.218868389999985,1.60364404e+08,1.04169241e+08
2022-09-10,12.41473712,1.65073418e+08,1.08063896e+08
2022-09-09,17.518217640000028,2.02449567e+08,1.33215194e+08
2022-09-08,15.388841479999977,1.75351598e+08,1.15471616e+08
2022-09-07,14.779833100000003,1.87064199e+08,1.20636895e+08
2022-09-06,15.291355139999988,1.78646759e+08,1.16116984e+08
2022-09-05,14.05168259999998,1.78425433e+08,1.17058082e+08
2022-09-04,10.468580169999983,1.44704041e+08,9.681828e+07
2022-09-03,14.517866339999983,1.75380947e+08,1.14981556e+08
2022-09-02,18.277006289999978,1.8156784e+08,1.18906798e+08
2022-09-01,14.718133370000011,1.7506357e+08,1.15506403e+08
2022-08-31,13.056036899999988,1.7704291e+08,1.17096983e+08
2022-08-30,12.10050822999999,1.81252147e+08,1.18554743e+08
2022-08-29,11.008257660000002,1.79074349e+08,1.17674039e+08
2022-08-28,7.495430410000002,1.41406663e+08,9.2557101e+07
2022-08-27,8.786082980000007,1.5546334e+08,1.02287357e+08
2022-08-26,11.316776899999986,1.7618478e+08,1.16260652e+08
2022-08-25,10.896988160000019,1.74017052e+08,1.13495746e+08
